Date,Flow,405_Martin_Luther_King,410_Lawndale_Street ,420_South_Main_Street ,430_Stella_Link_Road ,440_Rice_Avenue,460_Gessner_Road,465_Beltway_8,470_Belle_Park_Drive,475_Bellaire_Boulevard,485_SH_6,Flow CMS - 08075110
11/18/2007 8:45,185.191872,0,0,1.016,0,2.032,1.016,1.016,1.016,0,1.016,173.298816
11/18/2007 9:00,181.510688,0,0,0,2.032,1.016,1.016,1.016,0,1.016,1.016,171.033472
11/18/2007 9:15,180.944352,0,0,1.016,0,0,0,0,1.016,0,0,168.201792
11/18/2007 9:30,181.22752,0,0,0,0,0,0,1.016,0,1.016,0,165.370112
11/18/2007 9:45,181.793856,0,0,0,0,0,0,0,0,0,0,164.803776
11/18/2007 10:00,180.378016,0,0,0,0,0,0,0,0,0,0,162.8216
11/18/2007 10:15,176.413664,0,0,0,0,0,0,0,0,0,1.016,160.556256
11/18/2007 10:30,172.166144,0,0,0,0,0,0,0,1.016,0,0,158.007744
11/18/2007 10:45,166.785952,0,0,0,0,0,0,0,0,0,0,154.609728
11/18/2007 11:00,160.839424,0,0,0,0,0,0,0,0,0,0,151.49488
11/18/2007 11:15,154.892896,0,0,0,0,0,0,0,0,0,0,146.681024
11/18/2007 11:30,149.512704,0,0,0,0,0,0,0,0,0,0,143.283008
11/18/2007 11:45,143.849344,0,0,0,0,0,0,0,0,0,0,139.601824
11/18/2007 12:00,138.185984,0,0,0,0,0,0,0,0,0,0,135.637472
11/18/2007 12:15,132.805792,0,0,0,0,0,0,0,0,0,0,131.67312
11/18/2007 12:30,127.708768,0,0,0,0,0,0,0,0,0,0,128.84144
11/18/2007 12:45,122.328576,0,0,0,0,0,0,0,0,0,0,125.726592
11/18/2007 13:00,117.797888,0,0,0,0,0,0,0,0,0,0,121.76224
11/18/2007 13:15,112.984032,0,0,0,0,0,0,0,0,0,0,119.213728
11/18/2007 13:30,108.736512,0,1.016,0,0,0,0,0,0,0,0,116.382048
11/18/2007 13:45,104.205824,0,0,0,0,0,0,0,0,0,0,112.984032
11/18/2007 14:00,100.241472,0,0,0,0,0,0,0,0,0,0,110.152352
11/18/2007 14:15,96.560288,0,0,0,0,0,0,0,0,0,0,107.320672
11/18/2007 14:30,92.879104,0,0,0,0,0,0,0,0,0,0,104.77216
11/18/2007 14:45,89.764256,0,0,0,0,0,0,0,0,0,0,101.657312
11/18/2007 15:00,86.36624,0,0,0,0,0,0,0,0,0,0,99.675136
11/18/2007 15:15,83.817728,0,0,0,0,0,0,0,0,0,0,97.409792
11/18/2007 15:30,80.986048,0,0,0,0,0,0,0,0,0,0,95.427616
11/18/2007 15:45,78.154368,0,0,0,0,0,0,0,0,0,0,93.44544
11/18/2007 16:00,75.605856,0,0,0,0,0,0,0,0,0,0,90.896928
11/18/2007 16:15,73.057344,0,0,0,0,0,0,0,0,0,0,89.19792
11/24/2007 7:15,140.16816,0,0,0,2.032,0,0,1.016,1.016,1.016,2.032,103.922656
11/24/2007 7:30,186.041376,0,0,0,0,1.016,0,1.016,2.032,1.016,7.112,119.496896
11/24/2007 7:45,215.774016,0,0,0,0,0,0,0,0,1.016,1.016,135.637472
11/24/2007 8:00,233.330432,0,0,0,0,0,0,1.016,2.032,1.016,2.032,152.627552
11/24/2007 8:15,242.10864,0,0,2.032,1.016,1.016,2.032,2.032,1.016,2.032,1.016,167.918624
11/24/2007 8:30,244.373984,0,0,1.016,1.016,2.032,0,0,1.016,1.016,1.016,180.661184
11/24/2007 8:45,243.52448,0,0,0,1.016,0,0,0,0,0,0,190.572064
11/24/2007 9:00,242.391808,0,0,0,0,0,0,1.016,0,0,1.016,200.766112
11/24/2007 9:15,239.560128,0,0,2.032,0,0,2.032,1.016,1.016,2.032,5.08,208.12848
11/24/2007 9:30,234.746272,0,0,0,1.016,0,0,0,0,0,1.016,212.942336
11/24/2007 9:45,228.233408,0,0,0,0,1.016,0,0,0,0,0,212.659168
11/24/2007 10:00,220.304704,0,0,1.016,0,0,0,0,1.016,0,0,211.809664
11/24/2007 10:15,210.96016,0,0,0,0,0,1.016,1.016,0,1.016,0,208.411648
11/24/2007 10:30,202.46512,0,0,1.016,1.016,1.016,0,0,0,0,0,203.88096
11/24/2007 10:45,194.536416,0,0,0,1.016,0,0,1.016,0,1.016,1.016,199.350272
11/24/2007 11:00,185.758208,0,0,1.016,0,0,0,0,0,0,0,190.005728
11/24/2007 11:15,178.962176,0,0,0,0,1.016,0,0,0,0,0,184.0592
11/24/2007 11:30,171.31664,0,0,0,0,0,0,0,0,0,0,176.413664
11/24/2007 11:45,164.520608,0,0,0,0,0,0,0,0,0,0,169.9008
11/24/2007 12:00,157.724576,0,0,0,0,0,0,0,0,0,0,161.972096
11/24/2007 12:15,151.49488,0,0,1.016,1.016,0,0,0,0,0,0,155.7424
11/24/2007 12:30,144.982016,0,0,7.112,7.112,6.096,5.08,2.032,2.032,1.016,1.016,150.07904
11/24/2007 12:45,143.283008,0,0,1.016,2.032,1.016,1.016,3.048,1.016,3.048,2.032,146.114688
11/24/2007 13:00,162.255264,0,0,0,0,0,1.016,0,0,0,0,143.849344
11/24/2007 13:15,171.31664,0,0,0,0,0,0,1.016,2.032,0,1.016,148.096864
11/24/2007 13:30,172.73248,0,0,1.016,0,0,0,0,1.016,0,0,153.193888
11/24/2007 13:45,171.599808,0,0,1.016,1.016,1.016,0,0,0,0,0,155.459232
11/24/2007 14:00,169.617632,0,0,0,0,0,0,0,0,1.016,0,156.591904
11/24/2007 14:15,169.051296,0,0,0,0,0,0,0,0,0,0,156.025568
11/24/2007 14:30,166.785952,0,0,0,0,1.016,0,0,0,0,0,153.760224
11/24/2007 14:45,163.387936,0,0,0,0,0,0,0,0,0,0,153.193888
11/24/2007 15:00,158.57408,0,0,0,0,0,0,0,0,0,0,151.49488
11/24/2007 15:15,153.193888,0,0,0,0,0,0,0,0,0,0,148.6632
11/24/2007 15:30,147.813696,0,0,0,0,0,0,1.016,0,0,0,145.83152
11/24/2007 15:45,141.867168,0,0,0,0,0,0,0,0,0,0,142.150336
11/24/2007 16:00,136.203808,0,0,1.016,0,0,0,0,0,0,0,138.75232
11/24/2007 16:15,130.823616,0,0,0,0,0,0,0,0,0,0,134.5048
11/24/2007 16:30,124.877088,0,0,0,0,0,0,0,0,0,0,131.106784
11/24/2007 16:45,119.213728,0,0,0,0,0,0,0,0,0,0,126.859264
11/24/2007 17:00,114.399872,0,0,0,0,0,0,0,0,0,1.016,124.027584
11/24/2007 17:15,109.586016,0,0,0,0,0,0,0,0,0,0,120.063232
11/24/2007 17:30,105.055328,0,0,0,0,0,0,0,0,0,0,116.948384
11/24/2007 17:45,101.090976,0,0,0,0,0,0,0,0,0,0,113.2672
11/24/2007 18:00,97.409792,0,0,0,0,0,0,0,0,0,0,110.43552
11/24/2007 18:15,94.011776,0,0,0,0,0,0,0,0,0,0,107.60384
11/24/2007 18:30,90.896928,0,0,0,0,0,0,0,0,0,0,105.338496
11/24/2007 18:45,87.78208,0,0,0,0,0,0,0,0,0,0,103.35632
11/24/2007 19:00,85.233568,0,0,0,0,0,0,0,0,0,0,101.657312
11/24/2007 19:15,82.401888,0,0,0,0,0,0,0,0,0,0,100.52464
11/24/2007 19:30,80.136544,0,0,0,0,0,0,0,0,0,0,98.542464
11/24/2007 19:45,77.304864,0,0,0,0,0,0,0,0,0,0,96.843456
11/24/2007 20:00,75.605856,0,0,0,0,0,0,0,0,0,0,95.993952
11/24/2007 20:15,72.774176,0,0,0,0,0,0,0,0,0,0,94.294944
11/24/2007 20:30,70.792,0,0,0,0,0,0,0,0,0,0,93.728608
11/24/2007 20:45,68.809824,0,0,0,0,0,0,0,0,0,0,92.312768
11/24/2007 21:00,66.827648,0,0,0,0,0,0,0,0,0,0,91.180096
11/24/2007 21:15,64.562304,0,0,0,0,0,1.016,0,0,0,0,90.61376
11/24/2007 21:30,63.146464,0,0,0,0,0,0,0,0,0,0,88.914752
11/24/2007 21:45,61.164288,0,0,0,0,0,0,0,0,0,0,88.065248
12/15/2007 11:00,94.86128,0,0,0,0,0,0,0,0,0,0,88.914752
12/15/2007 11:15,94.011776,0,0,0,0,0,0,0,0,0,0,91.463264
12/15/2007 11:30,91.463264,0,0,0,0,0,0,0,0,0,0,93.728608
12/15/2007 11:45,88.348416,0,0,0,0,0,0,0,0,0,0,94.294944
12/15/2007 12:00,84.384064,0,0,0,0,0,0,0,0,0,0,94.578112
12/15/2007 12:15,80.419712,0,0,0,0,0,0,0,0,0,0,94.578112
12/15/2007 12:30,75.889024,0,0,0,0,0,0,0,0,0,0,94.011776
12/15/2007 12:45,71.641504,0,0,0,0,0,0,0,0,0,0,92.595936
12/15/2007 13:00,67.677152,0,0,0,0,0,0,0,0,0,0,91.180096
12/15/2007 13:15,63.995968,0,0,0,0,0,0,0,0,0,0,88.914752
1/16/2008 2:30,63.995968,0,0,0,1.016,0,1.016,2.032,2.032,2.032,9.906,88.065248
1/16/2008 2:45,67.677152,0,0,0,0,1.016,1.016,1.016,1.016,1.016,0,91.746432
1/16/2008 3:00,71.924672,0,0,0,2.032,1.016,0,1.016,1.016,1.016,0,94.578112
1/16/2008 3:15,76.738528,0,0,9.906,2.032,2.032,2.032,1.016,1.016,1.016,0,97.126624
1/16/2008 3:30,83.251392,0,0,0,3.048,2.032,1.016,1.016,1.016,1.016,0,99.958304
1/16/2008 3:45,91.180096,0,0,0,2.032,2.032,2.032,2.032,1.016,2.032,0,102.506816
1/16/2008 4:00,102.223648,0,0,0,1.016,0,0,1.016,2.032,1.016,0,105.055328
1/16/2008 4:15,114.68304,0,0,9.906,0,2.032,1.016,1.016,0,1.016,0,110.43552
1/16/2008 4:30,124.877088,0,0,0,2.032,2.032,2.032,1.016,0,1.016,9.906,116.665216
1/16/2008 4:45,133.08896,0,0,0,1.016,1.016,1.016,1.016,2.032,0,0,123.744416
1/16/2008 5:00,140.451328,0,0,0,2.032,1.016,1.016,1.016,1.016,1.016,0,130.25728
1/16/2008 5:15,147.24736,0,0,0,0,1.016,1.016,0,0,0,0,135.92064
1/16/2008 5:30,152.627552,0,0,0,1.016,1.016,0,1.016,1.016,1.016,0,141.300832
1/16/2008 5:45,156.025568,0,0,0,0,0,1.016,0,0,0,0,145.83152
1/16/2008 6:00,158.57408,0,0,0,1.016,0,0,1.016,0,0,0,148.946368
1/16/2008 6:15,158.57408,0,1.016,0,0,0,0,0,0,0,0,152.344384
1/16/2008 6:30,156.875072,0,0,0,0,0,0,0,0,0,4.064,152.91072
1/16/2008 6:45,154.043392,0,2.032,0,0,1.016,0,0,0,1.016,0,152.627552
1/16/2008 7:00,149.512704,0,3.048,0,0,0,0,0,0,0,0,150.645376
1/16/2008 7:15,143.849344,0,1.016,0,0,0,0,0,1.016,0,0,148.380032
1/16/2008 7:30,137.902816,0,1.016,0,0,0,0,0,0,0,0,144.982016
1/16/2008 7:45,132.239456,0,1.016,0,0,0,0,0,0,0,0,141.300832
1/16/2008 8:00,125.726592,0,2.032,0,0,0,0,0,0,0,0,137.33648
1/16/2008 8:15,118.647392,0,0,0,0,0,0,0,0,0,0,132.239456
1/16/2008 8:30,112.417696,0,0,0,0,0,0,0,0,0,0,128.84144
1/16/2008 8:45,105.904832,0,0,5.08,0,0,0,0,0,0,0,124.877088
1/16/2008 9:00,99.675136,0,0,0,0,0,0,0,0,0,0,121.479072
1/16/2008 9:15,93.44544,0,0,0,0,0,0,0,0,0,0,116.382048
1/16/2008 9:30,88.348416,0,0,0,0,0,0,0,0,0,0,111.85136
1/16/2008 9:45,82.968224,0,0,0,0,0,0,0,0,0,0,108.453344
1/16/2008 10:00,78.154368,0,0,0,0,0,0,0,0,0,0,104.77216
1/16/2008 10:15,73.906848,0,1.016,0,0,0,0,0,0,0,0,101.374144
1/16/2008 10:30,69.942496,0,0,0,0,0,0,0,0,0,0,97.69296
1/16/2008 10:45,66.54448,0,0,0,0,0,0,0,0,0,0,94.86128
1/16/2008 11:00,63.146464,0,0,0,0,0,0,0,0,0,0,92.0296
1/16/2008 11:15,60.031616,0,0,0,0,0,0,0,0,0,0,89.19792
1/18/2008 23:00,54.085088,0,0,9.906,2.032,1.016,1.016,2.032,1.016,0,0,88.631584
1/18/2008 23:15,60.88112,0,0,0,0,0,0,0,1.016,1.016,0,93.162272
1/18/2008 23:30,68.809824,0,0,0,1.016,1.016,1.016,1.016,1.016,1.016,0,97.409792
1/18/2008 23:45,74.473184,0,0,3.048,1.016,1.016,1.016,1.016,1.016,2.032,6.096,102.506816
1/19/2008 0:00,79.570208,0,0,4.064,2.032,1.016,1.016,3.048,2.032,2.032,1.016,106.188
1/19/2008 0:15,86.083072,0,0,0,1.016,1.016,1.016,1.016,1.016,1.016,0,109.01968
1/19/2008 0:30,94.86128,0,0,0,2.032,2.032,1.016,1.016,1.016,2.032,0,111.001856
1/19/2008 0:45,105.338496,0,0,0,2.032,1.016,2.032,2.032,1.016,1.016,0,114.68304
1/19/2008 1:00,117.231552,0,0,0,1.016,2.032,1.016,2.032,1.016,2.032,0,118.364224
1/19/2008 1:15,127.991936,0,3.048,0,1.016,1.016,2.032,2.032,2.032,2.032,0,123.744416
1/19/2008 1:30,139.035488,0,0,9.906,4.064,3.048,3.048,3.048,3.048,2.032,0,129.124608
1/19/2008 1:45,150.645376,0,0,0,1.016,1.016,2.032,2.032,2.032,3.048,0,134.5048
1/19/2008 2:00,164.803776,0,0,0,2.032,2.032,1.016,2.032,2.032,2.032,0,142.150336
1/19/2008 2:15,179.245344,0,0,0,1.016,2.032,2.032,1.016,1.016,1.016,0,150.362208
1/19/2008 2:30,191.987904,0,0,0,3.048,1.016,2.032,2.032,2.032,2.032,0,159.98992
1/19/2008 2:45,204.447296,0,0,9.906,1.016,2.032,2.032,2.032,2.032,2.032,0,170.467136
1/19/2008 3:00,214.924512,0,0,0,1.016,1.016,1.016,1.016,1.016,1.016,9.906,180.378016
1/19/2008 3:15,225.11856,0,0,0,1.016,1.016,1.016,1.016,1.016,1.016,0,192.271072
1/19/2008 3:30,231.348256,0,0,0,1.016,1.016,2.032,2.032,1.016,1.016,0,203.597792
1/19/2008 3:45,235.595776,0,0,0,2.032,2.032,1.016,2.032,1.016,2.032,0,212.942336
1/19/2008 4:00,239.27696,0,0,0,1.016,0,1.016,1.016,2.032,1.016,0,220.304704
1/19/2008 4:15,244.373984,0,0,6.096,0,0,1.016,0,0,0,6.096,227.95024
1/19/2008 4:30,247.772,0,0,0,1.016,0,0,1.016,0,1.016,0,235.595776
1/19/2008 4:45,247.488832,0,0,0,0,0,0,0,1.016,0,0,243.241312
1/19/2008 5:00,244.090816,0,0,0,0,2.032,0,0,0,0,0,245.223488
1/19/2008 5:15,239.27696,0,0,0,0,0,0,0,0,0,0,244.373984
1/19/2008 5:30,233.330432,0,0,0,0,0,0,0,0,0,0,242.958144
1/19/2008 5:45,226.251232,0,0,0,0,0,1.016,0,0,0,0,236.162112
1/19/2008 6:00,218.03936,0,0,0,0,0,0,0,0,0,0,231.914592
1/19/2008 6:15,209.261152,0,0,0,0,0,0,0,0,0,0,222.003712
1/19/2008 6:30,200.766112,0,0,0,0,0,0,0,0,0,0,215.490848
1/19/2008 6:45,191.421568,0,0,0,0,0,0,0,0,0,0,204.730464
1/19/2008 7:00,182.926528,0,0,0,0,0,0,0,0,0,0,195.669088
1/19/2008 7:15,174.997824,0,0,0,0,0,0,0,0,0,0,183.492864
1/19/2008 7:30,167.06912,0,0,0,0,0,0,0,0,0,0,175.280992
1/19/2008 7:45,159.706752,0,0,0,0,0,0,0,0,0,0,166.785952
1/19/2008 8:00,152.061216,0,0,0,0,0,0,0,0,0,0,158.857248
1/19/2008 8:15,145.548352,0,0,0,0,0,0,0,0,0,0,149.229536
1/19/2008 8:30,139.035488,0,0,0,0,0,0,0,0,0,0,145.548352
1/19/2008 8:45,133.08896,0,0,0,0,0,0,0,0,0,0,140.451328
1/19/2008 9:00,127.708768,0,0,0,0,0,0,0,0,0,0,135.071136
1/19/2008 9:15,122.611744,0,0,0,0,0,0,0,0,0,0,129.974112
1/19/2008 9:30,117.797888,0,0,0,0,0,0,0,0,0,0,126.00976
1/19/2008 9:45,112.984032,0,0,0,0,0,0,0,0,0,0,122.045408
1/19/2008 10:00,109.01968,0,0,0,0,0,0,0,0,0,0,118.364224
1/19/2008 10:15,104.488992,0,0,0,0,0,0,0,0,0,0,114.966208
1/19/2008 10:30,100.52464,0,0,0,0,0,0,0,0,0,0,112.134528
1/19/2008 10:45,97.409792,0,0,0,0,0,0,0,0,0,0,107.60384
1/19/2008 11:00,93.728608,0,0,0,0,0,0,0,0,0,0,106.188
1/19/2008 11:15,91.180096,0,0,0,0,0,0,0,0,0,0,103.639488
1/19/2008 11:30,88.348416,0,0,0,0,0,0,0,0,0,0,101.374144
1/19/2008 11:45,85.233568,0,0,0,0,0,0,0,0,0,0,98.825632
1/19/2008 12:00,83.251392,0,0,0,0,0,0,0,0,0,0,96.560288
1/19/2008 12:15,80.70288,0,0,0,0,0,0,0,0,0,0,94.294944
1/19/2008 12:30,79.003872,0,0,0,0,0,0,0,0,0,0,92.312768
1/19/2008 12:45,76.45536,0,0,0,0,0,0,0,0,0,0,90.61376
1/19/2008 13:00,73.906848,0,0,0,0,0,0,0,0,0,0,88.914752
2/16/2008 22:30,83.251392,0,0,0,0,0,0,0,0,0,0,91.463264
2/16/2008 22:45,95.710784,0,0,0,0,0,0,0,0,0,0,94.86128
2/16/2008 23:00,106.754336,0,0,0,0,0,0,0,0,0,0,97.976128
2/16/2008 23:15,115.532544,0,0,0,0,0,0,0,0,0,0,100.807808
2/16/2008 23:30,120.912736,0,0,0,0,0,0,0,0,0,0,104.205824
2/16/2008 23:45,123.744416,0,0,0,0,0,0,0,0,0,0,106.471168
2/17/2008 0:00,123.17808,0,0,0,0,0,0,0,0,0,0,108.736512
2/17/2008 0:15,121.195904,0,0,0,0,0,0,0,0,0,0,110.152352
2/17/2008 0:30,117.51472,0,0,0,0,0,0,0,0,0,0,111.285024
2/17/2008 0:45,112.984032,0,0,0,0,0,0,0,0,0,0,111.001856
2/17/2008 1:00,107.887008,0,0,0,0,0,0,0,0,0,0,110.152352
2/17/2008 1:15,102.506816,0,0,0,0,0,0,0,0,0,0,109.01968
2/17/2008 1:30,96.843456,0,0,0,0,0,0,0,0,0,0,108.170176
2/17/2008 1:45,91.463264,0,0,0,0,0,0,0,0,0,0,106.471168
2/17/2008 2:00,86.36624,0,0,0,0,0,0,0,0,0,0,104.77216
2/17/2008 2:15,81.269216,0,0,0,0,0,0,0,0,0,0,103.35632
2/17/2008 2:30,77.021696,0,0,0,0,0,0,0,0,0,0,101.090976
2/17/2008 2:45,72.20784,0,0,0,0,0,0,0,0,0,0,98.825632
2/17/2008 3:00,68.526656,0,0,0,0,0,0,0,0,0,0,96.27712
2/17/2008 3:15,64.845472,0,0,0,0,0,0,0,0,0,0,93.728608
2/17/2008 3:30,62.013792,0,0,0,0,0,0,0,0,0,0,90.896928
2/17/2008 3:45,58.615776,0,0,0,0,0,0,0,0,0,0,88.065248
2/20/2008 18:00,97.69296,0,0,3.048,1.016,0,0,0,0,0,0,91.180096
2/20/2008 18:15,99.391968,0,0,0,0,1.016,0,0,0,0,0,95.144448
2/20/2008 18:30,105.904832,0,0,1.016,1.016,0,0,1.016,0,0,0,99.675136
2/20/2008 18:45,111.001856,0,0,0,0,0,0,0,1.016,0,4.064,105.055328
2/20/2008 19:00,110.152352,0,0,0,0,0,1.016,5.08,9.144,5.08,4.064,109.869184
2/20/2008 19:15,107.037504,0,0,1.016,0,0,0,3.048,1.016,3.048,2.032,112.984032
2/20/2008 19:30,103.35632,0,0,0,0,1.016,0,0,0,0,0,114.68304
2/20/2008 19:45,99.675136,0,0,0,0,0,0,0,1.016,0,1.016,114.399872
2/20/2008 20:00,95.993952,0,0,0,0,0,0,1.016,0,1.016,0,113.833536
2/20/2008 20:15,92.595936,0,0,0,0,0,0,0,0,0,0,111.285024
2/20/2008 20:30,89.764256,0,0,0,0,0,0,0,0,0,0,108.453344
2/20/2008 20:45,86.649408,0,0,0,0,0,0,0,0,0,0,106.754336
2/20/2008 21:00,84.9504,0,0,0,0,0,0,0,0,0,0,104.488992
2/20/2008 21:15,83.817728,0,0,0,0,0,0,0,0,0,0,102.506816
2/20/2008 21:30,83.251392,0,0,0,0,0,0,0,0,0,0,100.241472
2/20/2008 21:45,82.968224,0,0,0,0,0,0,0,0,0,0,98.259296
2/20/2008 22:00,82.401888,0,0,0,0,0,0,0,0,0,0,96.560288
2/20/2008 22:15,81.552384,0,0,0,0,0,0,0,0,0,0,95.427616
2/20/2008 22:30,80.70288,0,0,0,0,0,0,0,0,0,0,94.294944
2/20/2008 22:45,78.720704,0,0,0,0,0,0,0,0,0,0,92.595936
2/20/2008 23:00,77.021696,0,0,0,0,0,0,0,0,0,0,92.0296
2/20/2008 23:15,75.03952,0,0,0,0,0,0,0,0,0,0,90.896928
2/20/2008 23:30,72.774176,0,0,0,0,0,0,0,0,0,0,90.330592
2/20/2008 23:45,70.508832,0,0,0,0,0,0,0,0,0,0,88.914752
2/21/2008 0:00,69.092992,0,0,0,0,0,0,0,0,0,0,87.78208
3/6/2008 19:30,89.19792,0,0,0,0,0,0,0,0,0,2.032,91.463264
3/6/2008 19:45,95.993952,0,0,0,0,0,2.032,2.032,1.016,0,0,94.578112
3/6/2008 20:00,99.958304,0,0,1.016,2.032,0,0,0,0,1.016,1.016,96.843456
3/6/2008 20:15,103.073152,0,0,0,0,0,0,0,1.016,0,0,98.825632
3/6/2008 20:30,102.506816,0,0,0,0,0,0,0,0,0,0,100.52464
3/6/2008 20:45,101.657312,0,0,0,0,0,0,0,0,0,0,101.657312
3/6/2008 21:00,99.675136,0,0,0,0,0,0,0,0,0,0,102.223648
3/6/2008 21:15,96.843456,0,0,0,0,0,0,0,0,0,0,102.223648
3/6/2008 21:30,94.294944,0,0,0,0,0,0,0,0,0,0,101.374144
3/6/2008 21:45,89.481088,0,0,0,0,0,0,0,0,0,0,100.52464
3/6/2008 22:00,83.53456,0,0,0,0,0,0,0,0,0,0,99.391968
3/6/2008 22:15,80.986048,0,0,0,0,0,0,0,0,0,0,97.409792
3/6/2008 22:30,76.738528,0,0,0,0,0,0,0,0,0,0,95.993952
3/6/2008 22:45,73.340512,0,0,0,0,0,0,0,0,0,0,93.728608
3/6/2008 23:00,69.659328,0,0,0,0,0,0,0,0,0,0,91.463264
3/6/2008 23:15,66.827648,0,0,0,0,0,0,0,0,0,0,89.764256
